location,hour_of_day,day_of_week,crime_type,incident_count_last_24h,severity_score,is_hotspot
carrollton ridge,1,4,other,0,0.0,0
waltherson,5,6,other,0,0.4,0
unknown,16,2,other,8,0.0,0
greenmount west,19,4,other,1,0.0,0
downtown,23,4,other,0,0.0,0
unknown,21,2,other,11,0.0,0
harlem park,21,2,other,0,0.0,0
unknown,18,2,other,7,0.0,0
milton-montford,13,2,other,0,0.0,0
mount vernon,20,4,other,2,0.0,0
violetville,8,2,other,0,0.0,0
unknown,14,4,other,1,0.4,0
unknown,6,4,other,12,0.0,0
downtown,1,4,other,1,0.0,0
unknown,19,1,other,7,0.0,0
carrollton ridge,21,1,other,0,0.0,0
biddle street,2,4,other,0,0.0,0
unknown,21,1,other,12,0.0,0
unknown,12,0,other,4,0.5,0
midtown-edmondson,22,3,other,0,0.0,0
broening manor,6,3,other,0,0.0,0
unknown,17,6,other,10,0.0,0
unknown,11,5,other,8,0.0,0
belair-edison,11,4,assault,1,0.4,1
arlington,12,4,other,0,0.0,0
madison-eastend,6,2,assault,1,0.0,1
unknown,13,6,other,6,0.0,0
brooklyn,12,5,assault,0,0.4,1
mount vernon,4,3,other,2,0.0,0
baltimore highlands,10,1,other,0,0.5,0
unknown,0,2,other,8,0.0,0
mount vernon,2,1,other,0,0.0,0
unknown,22,6,other,5,0.0,0
unknown,16,0,other,3,0.4,0
unknown,1,3,other,8,0.0,0
unknown,18,0,other,0,0.4,0
unknown,23,0,other,0,0.4,0
unknown,0,3,other,7,0.4,0
unknown,22,3,other,7,0.0,0
dunbar-broadway,18,2,other,0,0.0,0
unknown,2,3,other,14,0.0,0
unknown,23,1,other,13,0.0,0
unknown,13,1,other,3,0.0,0
unknown,12,0,other,2,0.0,0
unknown,22,4,other,9,0.0,0
sandtown-winchester,0,5,other,0,0.0,0
baltimore highlands,13,6,other,0,0.0,0
unknown,10,4,other,7,0.0,0
walbrook,20,2,other,0,0.0,0
upton,23,2,other,0,0.0,0
saint josephs,16,3,other,0,0.0,0
unknown,18,3,other,7,0.0,0
unknown,0,2,other,1,0.4,0
idlewood,18,4,other,0,0.0,0
unknown,0,4,other,8,0.0,0
unknown,14,3,other,10,0.0,0
downtown,16,1,other,1,0.0,0
unknown,6,0,other,0,0.0,0
unknown,9,2,other,11,0.4,0
westfield,3,1,other,0,0.4,0
unknown,8,2,other,2,0.0,0
hamilton hills,23,0,other,0,0.0,0
waverly,20,0,other,0,0.0,0
unknown,3,4,other,8,0.0,0
unknown,12,4,other,5,0.0,0
coppin heights/ash-co-east,1,2,other,0,0.0,0
madison park,16,3,other,0,0.0,0
berea,14,5,other,0,0.0,0
unknown,15,6,other,7,0.0,0
unknown,1,5,other,3,0.0,0
mondawmin,23,2,other,0,0.0,0
penn north,21,0,other,1,0.0,0
clifton park,13,1,other,0,0.0,0
downtown,15,2,other,0,0.4,0
unknown,7,1,other,3,0.0,0
broadway east,16,2,other,0,0.0,0
westport,15,3,other,0,0.0,0
johnston square,20,0,other,0,0.0,0
unknown,12,3,other,19,0.4,0
berea,21,6,other,0,0.0,0
unknown,3,5,other,0,0.0,0
unknown,18,2,other,12,0.0,0
reservoir hill,19,1,other,0,0.0,0
new northwood,22,1,other,0,0.0,0
lauraville,0,4,other,0,0.0,0
upton,6,1,assault,1,0.4,1
poppleton,0,2,other,1,0.0,0
old goucher,6,0,other,0,0.0,0
penrose/fayette street outreach,15,2,other,0,0.5,0
unknown,2,2,other,9,0.0,0
unknown,17,1,other,3,0.0,0
howard park,14,0,other,0,0.5,0
unknown,16,6,other,6,0.0,0
franklintown,16,4,other,0,0.0,0
unknown,17,1,other,5,0.0,0
reservoir hill,19,1,other,1,0.0,0
unknown,16,4,other,3,0.0,0
lauraville,23,1,other,0,0.0,0
sandtown-winchester,19,1,other,2,0.0,0
unknown,11,3,other,4,0.0,0
patterson park neighborhood,1,0,other,1,0.0,0
cherry hill,19,6,other,0,0.4,0
unknown,18,2,other,9,0.4,0
poppleton,14,1,other,0,0.0,0
glen,2,6,other,0,0.4,0
unknown,17,2,other,18,0.0,0
unknown,2,1,other,5,0.0,0
lakeland,23,6,other,0,0.0,0
unknown,3,0,other,5,0.0,0
unknown,18,2,other,4,0.0,0
baltimore highlands,20,1,other,0,0.0,0
brooklyn,16,1,other,0,0.0,0
unknown,2,1,other,8,0.0,0
patterson park neighborhood,17,5,other,0,0.0,0
new northwood,2,5,other,0,0.0,0
oldtown,15,3,other,0,0.0,0
washington hill,0,3,other,0,0.0,0
unknown,9,5,other,1,0.0,0
mount holly,15,4,other,0,0.4,0
o'donnell heights,14,3,other,0,0.0,0
sandtown-winchester,19,5,other,0,0.0,0
carroll - camden industrial area,13,4,other,0,0.0,0
unknown,13,5,other,5,0.0,0
downtown,23,6,other,0,0.0,0
downtown,3,4,other,2,0.0,0
coldstream homestead montebello,11,4,other,1,0.0,0
washington hill,18,5,other,0,0.0,0
greektown,18,1,other,0,0.4,0
unknown,15,4,other,8,0.0,0
brooklyn,0,5,other,0,0.0,0
unknown,14,0,other,3,0.0,0
coppin heights/ash-co-east,3,6,other,0,0.0,0
lucille park,14,0,other,0,0.0,0
brooklyn,6,3,assault,0,0.4,1
unknown,18,1,other,11,0.4,0
downtown,6,6,other,0,0.0,0
lakeland,12,3,other,0,0.0,0
unknown,10,5,other,5,0.0,0
oldtown,20,4,other,0,0.4,0
sandtown-winchester,4,4,other,3,0.0,0
unknown,23,4,other,9,0.0,0
brooklyn,0,5,other,0,0.4,0
unknown,4,3,other,14,0.0,0
unknown,16,3,other,3,0.0,0
lakeland,2,6,other,0,0.0,0
unknown,11,1,other,5,0.0,0
upton,11,0,other,0,0.0,0
upton,14,4,other,0,0.0,0
washington village/pigtown,15,2,other,0,0.0,0
greektown,6,4,assault,1,0.4,1
west arlington,15,1,other,0,0.0,0
unknown,0,4,other,10,0.0,0
unknown,17,2,other,8,0.0,0
penrose/fayette street outreach,14,4,other,0,0.0,0
barclay,15,0,other,0,0.0,0
woodbourne heights,3,0,other,0,0.0,0
unknown,14,2,other,6,0.0,0
unknown,11,2,other,14,0.4,0
seton hill,3,6,other,0,0.0,0
unknown,3,0,other,4,0.0,0
penrose/fayette street outreach,1,2,other,0,0.0,0
unknown,21,3,other,8,0.0,0
unknown,0,3,other,11,0.0,0
biddle street,22,2,other,0,0.0,0
unknown,0,2,other,9,0.0,0
brooklyn,2,3,assault,2,0.4,1
unknown,2,4,other,3,0.4,0
carrollton ridge,0,4,other,1,0.0,0
federal hill,5,4,other,0,0.0,0
milton-montford,6,1,assault,0,0.0,1
unknown,10,1,other,5,0.4,0
dickeyville,20,4,other,0,0.0,0
ellwood park/monument,12,3,other,0,0.0,0
brooklyn,3,6,other,0,0.0,0
harlem park,17,4,other,0,0.0,0
forest park,2,3,other,0,0.0,0
charles north,13,2,other,0,0.0,0
poppleton,14,3,other,0,0.0,0
unknown,5,2,other,10,0.0,0
unknown,13,2,other,10,0.0,0
sandtown-winchester,3,3,other,1,0.0,0
unknown,14,0,other,8,0.0,0
unknown,13,2,other,4,0.0,0
brooklyn,15,6,other,0,0.0,0
penn north,0,6,other,0,0.0,0
unknown,14,0,other,2,0.5,0
canton,18,4,other,0,0.0,0
lakeland,16,0,other,0,0.0,0
curtis bay,19,2,other,0,0.0,0
unknown,23,3,other,3,0.0,0
union square,23,4,other,0,0.0,0
lucille park,17,2,other,0,0.0,0
mondawmin,14,0,other,0,0.0,0
unknown,0,3,other,5,0.0,0
mount winans,2,6,other,0,0.0,0
unknown,23,5,other,3,0.4,0
penn north,14,4,other,0,0.0,0
unknown,22,5,other,3,0.0,0
brooklyn,15,1,other,1,0.0,0
waltherson,17,2,other,0,0.0,0
hampden,17,3,other,0,0.0,0
harlem park,23,4,other,0,0.0,0
unknown,17,1,other,3,0.0,0
inner harbor,0,1,assault,0,0.4,1
unknown,4,5,other,6,0.0,0
downtown,15,1,other,1,0.0,0
waltherson,20,2,other,0,0.0,0
unknown,19,0,other,3,0.4,0
unknown,5,6,assault,4,0.0,1
coldstream homestead montebello,22,3,other,0,0.0,0
canton industrial area,0,5,other,0,0.0,0
unknown,20,1,other,7,0.0,0
belair-edison,7,4,other,0,0.4,0
unknown,23,5,other,5,0.0,0
johnston square,20,5,other,0,0.0,0
unknown,15,0,other,5,0.0,0
unknown,19,0,other,6,0.0,0
unknown,14,3,other,8,0.0,0
unknown,12,2,other,9,0.0,0
curtis bay,23,2,other,0,0.0,0
unknown,18,0,other,9,0.0,0
woodbourne-mccabe,21,1,other,0,0.0,0
carroll - camden industrial area,9,6,other,0,0.0,0
unknown,13,1,other,8,0.0,0
unknown,13,1,other,6,0.0,0
poppleton,1,6,other,0,0.0,0
unknown,2,3,other,3,0.5,0
unknown,20,4,other,11,0.0,0
unknown,12,3,other,4,0.4,0
patterson park neighborhood,15,5,other,0,0.0,0
unknown,17,3,other,8,0.0,0
mondawmin,20,4,other,0,0.0,0
unknown,23,2,other,6,0.0,0
unknown,1,2,other,5,0.4,0
unknown,16,0,other,11,0.0,0
unknown,18,0,other,5,0.0,0
charles north,15,5,other,0,0.0,0
hollins market,2,4,other,0,0.0,0
franklintown,23,1,other,0,0.0,0
belvedere,2,6,other,0,0.0,0
unknown,4,0,other,6,0.0,0
unknown,13,2,other,5,0.0,0
sandtown-winchester,15,2,other,0,0.5,0
sandtown-winchester,15,3,other,0,0.0,0
new southwest/mount clare,14,2,other,0,0.0,0
downtown,2,3,other,0,0.4,0
seton hill,4,6,other,0,0.0,0
unknown,12,1,other,6,0.0,0
unknown,9,1,other,6,0.4,0
unknown,9,2,other,4,0.0,0
cherry hill,6,5,other,0,0.4,0
unknown,13,6,other,1,0.0,0
unknown,3,2,other,12,0.0,0
mcelderry park,2,2,other,1,0.0,0
federal hill,22,5,other,0,0.0,0
carrollton ridge,21,2,other,1,0.0,0
unknown,14,4,other,2,0.4,0
unknown,19,0,other,2,0.0,0
unknown,18,4,other,5,0.4,0
unknown,11,5,other,4,0.0,0
mcelderry park,14,3,other,2,0.0,0
dunbar-broadway,20,2,other,0,0.0,0
woodbourne-mccabe,1,6,other,0,0.0,0
dorchester,4,5,other,0,0.0,0
unknown,17,2,other,9,0.0,0
highlandtown,19,2,other,0,0.0,0
unknown,22,1,other,8,0.0,0
unknown,10,2,other,20,0.0,0
unknown,14,2,other,5,0.0,0
carroll - camden industrial area,23,2,other,0,0.0,0
unknown,12,3,other,10,0.0,0
unknown,13,3,other,13,0.0,0
unknown,8,4,other,6,0.0,0
berea,10,2,other,1,0.0,0
unknown,23,2,other,9,0.0,0
unknown,3,6,other,2,0.0,0
unknown,18,1,other,6,0.0,0
unknown,9,1,other,6,0.0,0
downtown,8,2,other,0,0.0,0
unknown,21,0,other,7,0.4,0
ellwood park/monument,16,3,other,0,0.0,0
penn north,1,5,other,0,0.0,0
oliver,20,6,other,0,0.0,0
unknown,15,1,other,11,0.4,0
new northwood,6,4,other,0,0.0,0
unknown,9,2,other,9,0.0,0
unknown,16,4,other,6,0.0,0
unknown,22,0,other,7,0.0,0
brooklyn,3,2,other,0,0.0,0
mount vernon,18,2,other,2,0.0,0
unknown,5,3,other,15,0.0,0
ellwood park/monument,19,1,other,0,0.0,0
arcadia,23,5,other,0,0.0,0
unknown,7,0,other,5,0.0,0
milton-montford,21,5,other,1,0.0,0
unknown,0,2,other,6,0.0,0
unknown,6,0,other,4,0.0,0
unknown,5,2,other,8,0.0,0
coldstream homestead montebello,21,2,other,1,0.0,0
central park heights,18,4,other,1,0.4,0
reisterstown station,13,0,other,0,0.0,0
unknown,7,3,other,14,0.0,0
unknown,22,5,other,1,0.0,0
hamilton hills,5,0,other,0,0.0,0
east baltimore midway,9,4,other,0,0.0,0
arlington,23,4,other,0,0.0,0
new northwood,22,5,other,1,0.0,0
milton-montford,22,1,other,0,0.0,0
unknown,15,0,other,5,0.0,0
mondawmin,17,0,other,0,0.4,0
unknown,16,5,other,4,0.0,0
unknown,21,1,other,7,0.0,0
unknown,10,2,other,7,0.4,0
unknown,15,4,other,8,0.0,0
east baltimore midway,13,2,other,0,0.0,0
brooklyn,20,0,other,0,0.0,0
unknown,14,3,other,2,0.0,0
oliver,8,0,other,0,0.0,0
broening manor,21,4,other,0,0.0,0
belair-edison,23,1,other,0,0.0,0
northwest community action,13,5,other,0,0.0,0
mount vernon,15,2,other,5,0.0,0
o'donnell heights,16,1,other,0,0.0,0
clifton park,0,3,other,0,0.0,0
gay street,0,5,other,1,0.0,0
unknown,6,3,other,6,0.0,0
barclay,19,2,other,0,0.0,0
patterson place,1,4,other,0,0.0,0
cherry hill,6,0,assault,0,0.4,1
unknown,2,6,other,11,0.0,0
brooklyn,21,3,other,0,0.0,0
irvington,22,2,other,0,0.0,0
unknown,22,2,other,7,0.4,0
mount holly,0,4,other,0,0.0,0
cherry hill,12,4,other,0,0.0,0
unknown,16,1,other,7,0.4,0
morrell park,21,6,other,0,0.0,0
unknown,0,1,other,11,0.0,0
unknown,2,3,other,15,0.0,0
towanda-grantley,14,1,other,0,0.0,0
mid-govans,8,0,other,0,0.0,0
arlington,3,5,other,0,0.0,0
unknown,2,6,other,7,0.0,0
mount vernon,23,4,other,1,0.0,0
unknown,1,3,other,9,0.0,0
milton-montford,18,0,other,0,0.5,0
unknown,21,1,other,3,0.0,0
penn north,23,2,other,0,0.0,0
hawkins point,21,5,other,1,0.0,0
university of maryland,13,5,other,0,0.0,0
milton-montford,23,0,other,0,0.0,0
sandtown-winchester,0,3,other,0,0.0,0
woodbourne heights,6,5,other,0,0.4,0
unknown,17,4,other,6,0.4,0
langston hughes,6,5,other,0,0.0,0
unknown,8,3,other,10,0.0,0
unknown,13,5,other,12,0.4,0
unknown,5,4,other,2,0.0,0
waltherson,15,2,other,0,0.4,0
oldtown,13,2,assault,0,0.0,1
unknown,19,0,other,8,0.0,0
unknown,17,5,other,4,0.0,0
unknown,16,4,other,6,0.0,0
rognel heights,13,1,other,0,0.4,0
unknown,21,1,other,10,0.0,0
penrose/fayette street outreach,13,4,other,0,0.0,0
mount holly,17,1,other,0,0.0,0
curtis bay,16,3,other,0,0.0,0
unknown,8,0,other,0,0.4,0
unknown,11,4,other,4,0.4,0
park circle,3,2,other,0,0.0,0
unknown,17,0,other,5,0.0,0
upton,18,1,other,0,0.0,0
fells point,2,3,other,0,0.0,0
unknown,12,4,other,14,0.0,0
unknown,8,0,other,1,0.0,0
unknown,14,5,other,9,0.0,0
unknown,19,4,other,7,0.4,0
fairfield area,0,4,other,0,0.0,0
unknown,19,0,other,10,0.4,0
east baltimore midway,8,2,other,2,0.0,0
new southwest/mount clare,18,1,other,0,0.0,0
unknown,14,5,other,8,0.0,0
arlington,18,2,other,0,0.0,0
unknown,15,0,other,7,0.0,0
unknown,0,1,other,7,0.0,0
oliver,15,1,other,0,0.0,0
unknown,6,6,other,3,0.4,0
unknown,21,3,other,6,0.0,0
unknown,4,5,other,6,0.0,0
unknown,18,2,other,7,0.0,0
unknown,8,2,other,2,0.0,0
oldtown,23,2,other,0,0.0,0
curtis bay,23,6,other,0,0.0,0
ellwood park/monument,16,0,assault,0,0.4,1
unknown,21,5,other,6,0.4,0
curtis bay,9,6,assault,0,0.4,1
woodmere,3,3,other,0,0.5,0
unknown,10,1,other,13,0.0,0
unknown,18,1,other,3,0.5,0
unknown,19,5,other,4,0.0,0
unknown,20,2,other,8,0.0,0
new southwest/mount clare,15,1,other,0,0.0,0
rosemont homeowners/tenants,22,4,other,0,0.0,0
franklintown,1,5,other,0,0.5,0
ridgely's delight,23,3,other,0,0.0,0
unknown,17,5,other,3,0.0,0
park circle,0,3,other,0,0.0,0
forest park,15,0,other,0,0.0,0
mondawmin,7,1,other,0,0.0,0
central park heights,10,1,other,0,0.0,0
broadway east,21,0,other,1,0.0,0
penrose/fayette street outreach,3,5,other,0,0.0,0
unknown,9,3,other,9,0.0,0
charles north,15,5,other,0,0.0,0
unknown,3,4,other,12,0.0,0
unknown,19,5,other,3,0.0,0
unknown,5,2,other,10,0.0,0
poppleton,20,3,other,0,0.0,0
millhill,5,1,other,0,0.0,0
shipley hill,4,5,other,0,0.0,0
unknown,20,0,other,5,0.0,0
bayview,1,5,other,0,0.0,0
unknown,1,4,assault,2,0.0,1
howard park,3,0,other,0,0.4,0
unknown,15,4,other,3,0.4,0
upton,13,4,other,0,0.0,0
unknown,14,3,other,8,0.4,0
unknown,7,1,other,9,0.0,0
franklin square,21,2,other,0,0.0,0
greenmount west,0,4,other,0,0.0,0
unknown,5,4,other,12,0.0,0
unknown,14,3,other,9,0.0,0
saint paul,17,4,other,1,0.0,0
mcelderry park,9,2,other,0,0.0,0
unknown,2,4,other,5,0.0,0
washington village/pigtown,16,3,other,1,0.0,0
central park heights,12,3,other,0,0.4,0
madison-eastend,14,1,other,0,0.0,0
sandtown-winchester,16,2,other,1,0.0,0
druid heights,17,3,other,0,0.0,0
unknown,5,6,other,6,0.0,0
unknown,22,3,other,6,0.0,0
unknown,20,2,other,13,0.0,0
sandtown-winchester,19,6,assault,0,0.4,1
sandtown-winchester,14,2,other,1,0.0,0
penrose/fayette street outreach,2,5,other,0,0.0,0
unknown,0,6,other,6,0.0,0
downtown,13,3,other,0,0.0,0
unknown,20,4,other,6,0.0,0
poppleton,1,5,other,0,0.0,0
hollins market,1,5,other,0,0.0,0
ednor gardens-lakeside,20,3,other,0,0.5,0
unknown,1,0,other,0,0.0,0
unknown,19,4,other,0,0.0,0
unknown,23,4,other,2,0.0,0
northwest community action,15,5,other,0,0.0,0
patterson park neighborhood,8,0,other,1,0.4,0
unknown,9,5,other,9,0.0,0
unknown,11,2,other,7,0.0,0
penrose/fayette street outreach,18,5,other,0,0.0,0
unknown,4,4,other,4,0.0,0
barclay,22,1,other,0,0.0,0
berea,15,0,other,0,0.0,0
woodbourne-mccabe,15,1,other,0,0.0,0
locust point,13,5,other,0,0.0,0
downtown,1,6,other,0,0.0,0
unknown,12,2,other,3,0.4,0
unknown,1,1,other,3,0.0,0
unknown,3,4,other,16,0.0,0
unknown,12,2,other,13,0.4,0
milton-montford,23,1,other,0,0.0,0
madison park,17,1,other,0,0.0,0
penn north,15,3,other,0,0.0,0
new southwest/mount clare,17,1,other,0,0.0,0
unknown,1,2,other,5,0.0,0
easterwood,20,1,other,0,0.4,0
unknown,4,5,other,8,0.4,0
brewers hill,5,0,other,0,0.0,0
unknown,16,4,other,11,0.4,0
unknown,17,4,other,3,0.0,0
unknown,9,1,other,2,0.0,0
unknown,3,5,other,6,0.0,0
midtown-edmondson,14,1,other,0,0.0,0
unknown,11,3,other,16,0.4,0
unknown,20,6,assault,4,0.0,1
jonestown,1,5,other,0,0.0,0
new northwood,7,0,other,1,0.0,0
cherry hill,22,2,other,0,0.0,0
unknown,11,5,other,5,0.0,0
curtis bay,20,4,other,2,0.0,0
unknown,11,2,other,8,0.0,0
penn north,16,4,other,0,0.0,0
cherry hill,2,5,other,0,0.4,0
unknown,9,5,other,10,0.4,0
unknown,1,5,other,8,0.0,0
unknown,16,1,other,8,0.0,0
care,3,2,other,0,0.0,0
unknown,14,1,other,5,0.0,0
unknown,18,1,other,2,0.0,0
university of maryland,17,3,other,0,0.0,0
penrose/fayette street outreach,21,2,other,0,0.0,0
unknown,19,6,other,4,0.0,0
oliver,15,0,other,0,0.0,0
unknown,23,1,other,8,0.0,0
coldspring,5,5,other,0,0.0,0
unknown,5,4,other,6,0.0,0
unknown,13,1,other,5,0.4,0
gay street,1,3,other,0,0.5,0
unknown,11,1,other,1,0.4,0
druid heights,12,4,other,0,0.0,0
middle east,18,4,other,0,0.0,0
broadway east,15,1,other,0,0.0,0
patterson place,12,6,other,0,0.0,0
arlington,21,5,other,0,0.0,0
coldstream homestead montebello,18,3,other,0,0.0,0
bayview,14,4,assault,0,0.4,1
unknown,21,2,other,11,0.0,0
unknown,5,2,other,1,0.0,0
unknown,21,1,other,6,0.0,0
sandtown-winchester,21,1,other,1,0.0,0
pimlico good neighbors,18,5,other,0,0.0,0
unknown,23,2,other,10,0.5,0
unknown,17,2,other,12,0.0,0
franklin square,23,1,other,0,0.0,0
sandtown-winchester,20,0,other,0,0.0,0
unknown,2,4,other,5,0.0,0
unknown,0,0,other,5,0.0,0
panway/braddish avenue,18,3,other,0,0.0,0
madison-eastend,16,3,other,0,0.0,0
downtown,14,0,other,0,0.0,0
upton,4,6,other,0,0.0,0
unknown,12,6,other,4,0.4,0
franklin square,21,0,other,0,0.4,0
unknown,15,0,other,5,0.0,0
unknown,3,6,other,16,0.0,0
biddle street,10,2,other,0,0.0,0
unknown,19,4,other,3,0.0,0
downtown,7,4,other,1,0.0,0
sandtown-winchester,16,4,other,4,0.0,0
oldtown,22,2,other,0,0.0,0
pulaski industrial area,1,6,other,0,0.0,0
unknown,22,1,other,9,0.0,0
downtown,6,0,other,0,0.0,0
howard park,23,1,other,0,0.0,0
unknown,7,0,other,6,0.0,0
coldstream homestead montebello,23,4,other,0,0.0,0
carrollton ridge,21,2,other,0,0.5,0
unknown,2,5,other,11,0.0,0
unknown,9,1,other,1,0.0,0
unknown,14,6,other,5,0.4,0
unknown,11,0,other,6,0.0,0
unknown,20,3,other,5,0.0,0
unknown,8,6,other,3,0.4,0
grove park,17,5,assault,0,0.4,1
unknown,14,2,other,8,0.0,0
downtown,16,1,other,0,0.0,0
penn north,17,3,other,0,0.0,0
unknown,0,6,other,5,0.0,0
unknown,15,3,other,10,0.0,0
remington,12,2,other,0,0.0,0
unknown,18,2,other,12,0.4,0
sandtown-winchester,22,2,other,2,0.0,0
cherry hill,11,3,other,1,0.0,0
hamilton hills,19,1,other,0,0.4,0
unknown,5,3,other,10,0.4,0
arlington,5,5,other,2,0.0,0
barclay,20,3,other,0,0.0,0
sandtown-winchester,1,0,other,0,0.0,0
unknown,5,5,assault,4,0.4,1
unknown,20,1,other,13,0.0,0
broadway east,2,1,other,0,0.0,0
baltimore highlands,16,0,other,0,0.0,0
canton,0,0,other,0,0.4,0
unknown,5,4,other,10,0.0,0
curtis bay,16,2,other,0,0.0,0
hanlon-longwood,23,2,other,0,0.0,0
unknown,4,4,other,5,0.4,0
unknown,22,6,other,5,0.0,0
shipley hill,18,3,other,1,0.0,0
lauraville,8,5,other,0,0.0,0
walbrook,23,3,other,0,0.0,0
unknown,14,4,other,2,0.0,0
unknown,1,1,other,9,0.0,0
mount holly,20,4,other,0,0.0,0
parkview/woodbrook,13,5,other,0,0.0,0
charles village,18,5,other,0,0.4,0
unknown,5,1,other,1,0.0,0
walbrook,17,0,other,0,0.0,0
unknown,3,5,other,7,0.0,0
upton,4,3,assault,0,0.4,1
unknown,2,2,other,11,0.0,0
unknown,19,4,other,5,0.0,0
unknown,21,1,other,8,0.0,0
brooklyn,23,4,other,0,0.0,0
ashburton,15,4,other,0,0.4,0
medford,20,1,other,0,0.0,0
unknown,8,2,other,8,0.4,0
unknown,22,0,other,5,0.0,0
unknown,3,3,other,6,0.0,0
unknown,17,6,other,2,0.4,0
ashburton,23,3,other,0,0.0,0
downtown,1,5,other,1,0.0,0
unknown,14,2,other,6,0.0,0
unknown,4,6,other,7,0.0,0
unknown,17,6,other,4,0.0,0
ellwood park/monument,19,1,other,2,0.0,0
cherry hill,23,4,other,0,0.5,0
howard park,0,2,other,0,0.0,0
unknown,15,4,other,5,0.0,0
belair-edison,2,5,other,0,0.0,0
unknown,16,2,other,5,0.0,0
downtown,22,3,other,0,0.0,0
biddle street,22,4,other,0,0.0,0
unknown,15,0,other,5,0.4,0
brooklyn,19,5,other,0,0.0,0
unknown,13,2,other,12,0.0,0
arlington,3,3,other,2,0.0,0
dunbar-broadway,2,6,other,0,0.0,0
unknown,15,0,other,5,0.0,0
unknown,12,1,other,13,0.0,0
unknown,22,2,other,10,0.0,0
unknown,22,1,other,3,0.0,0
central park heights,17,3,other,0,0.0,0
unknown,4,2,other,6,0.0,0
unknown,5,5,other,5,0.0,0
brooklyn,2,5,other,0,0.0,0
unknown,20,4,other,13,0.0,0
arlington,21,0,other,0,0.0,0
sandtown-winchester,19,5,other,1,0.0,0
unknown,5,2,other,3,0.4,0
oldtown,17,1,other,0,0.5,0
unknown,22,0,other,5,0.0,0
woodbourne-mccabe,20,6,other,0,0.0,0
shipley hill,15,3,other,0,0.0,0
remington,19,5,other,1,0.0,0
unknown,13,0,other,2,0.0,0
mcelderry park,1,6,other,0,0.0,0
unknown,5,5,assault,3,0.0,1
unknown,20,4,other,4,0.4,0
unknown,2,6,other,1,0.0,0
orangeville industrial area,4,0,other,0,0.0,0
madison-eastend,17,3,other,0,0.0,0
homeland,1,5,other,0,0.0,0
unknown,2,3,other,9,0.4,0
unknown,18,2,other,8,0.0,0
broadway east,4,3,other,0,0.0,0
carrollton ridge,23,6,assault,0,0.4,1
unknown,0,4,other,6,0.0,0
unknown,4,4,other,9,0.0,0
unknown,13,6,other,2,0.0,0
carrollton ridge,15,2,other,0,0.0,0
broadway east,17,2,other,0,0.4,0
east baltimore midway,8,2,other,2,0.0,0
unknown,13,1,other,9,0.0,0
unknown,0,6,other,1,0.0,0
coldstream homestead montebello,14,4,other,1,0.0,0
four by four,12,6,other,0,0.4,0
poppleton,13,0,other,0,0.5,0
unknown,10,4,other,8,0.0,0
parkview/woodbrook,23,1,other,0,0.0,0
unknown,0,0,other,2,0.0,0
east baltimore midway,22,2,other,1,0.0,0
oldtown,19,0,other,0,0.0,0
unknown,0,5,other,8,0.0,0
unknown,17,5,other,6,0.0,0
broadway east,1,2,assault,0,0.4,1
irvington,16,1,other,0,0.0,0
madison park,19,3,assault,0,0.0,1
unknown,16,6,other,3,0.0,0
unknown,22,2,other,7,0.0,0
woodbourne heights,14,5,other,0,0.0,0
pulaski industrial area,9,5,other,0,0.0,0
arlington,1,2,other,0,0.0,0
canton,21,3,other,0,0.0,0
unknown,21,4,other,8,0.0,0
unknown,23,2,other,12,0.0,0
towanda-grantley,14,5,other,1,0.0,0
coldstream homestead montebello,1,3,other,0,0.0,0
mount vernon,4,2,other,1,0.0,0
unknown,1,2,other,7,0.0,0
mount vernon,3,3,other,0,0.0,0
belair-edison,19,0,other,0,0.5,0
east baltimore midway,19,0,other,1,0.0,0
unknown,19,1,other,5,0.0,0
carrollton ridge,1,4,other,0,0.0,0
unknown,9,5,other,12,0.0,0
washington village/pigtown,20,6,other,0,0.4,0
morrell park,2,4,other,0,0.4,0
unknown,6,6,other,6,0.0,0
unknown,6,1,other,7,0.0,0
franklin square,21,0,other,0,0.5,0
unknown,14,3,other,2,0.0,0
mount holly,10,1,assault,0,0.4,1
unknown,12,3,other,10,0.0,0
unknown,19,2,other,11,0.0,0
unknown,1,5,other,6,0.0,0
central park heights,14,3,other,1,0.0,0
darley park,20,4,other,0,0.0,0
broadway east,21,2,other,0,0.0,0
central park heights,2,5,other,0,0.0,0
unknown,0,4,other,13,0.0,0
unknown,2,5,other,2,0.4,0
mcelderry park,16,1,other,2,0.0,0
unknown,13,1,other,4,0.0,0
west arlington,0,4,other,0,0.0,0
poppleton,19,1,other,0,0.4,0
orangeville,5,6,other,0,0.0,0
towanda-grantley,15,2,other,0,0.0,0
unknown,17,4,other,4,0.0,0
unknown,16,2,other,11,0.0,0
seton hill,17,4,other,0,0.4,0
oliver,16,1,other,0,0.0,0
boyd-booth,19,2,other,0,0.0,0
reservoir hill,14,0,other,0,0.0,0
sandtown-winchester,20,6,other,0,0.0,0
central park heights,1,3,other,1,0.0,0
mount vernon,22,2,other,0,0.0,0
homeland,22,3,other,0,0.0,0
unknown,14,3,other,12,0.0,0
unknown,17,3,other,10,0.0,0
unknown,23,2,other,4,0.0,0
fells point,5,0,other,0,0.0,0
unknown,12,1,other,6,0.4,0
unknown,7,0,other,2,0.0,0
frankford,4,5,other,0,0.0,0
unknown,15,0,other,3,0.0,0
